ProgramType,ActivityCode,GranteeStatus,BHCMISId,grantnumber,BPHCAssignedSiteNumber,SiteName,SiteType,TemporarySiteFlag,SiteStatus,SiteTerminatedDate,SiteLocation,LocationSetting,SiteOpenedDate,SiteEffectiveDate,SiteOperationalByDate,SitePhysicalAddress,PhysicalCongressionalDistrict,ServiceAreaZipCodes,OperatingMonths,TotalWeeklyHoursOfOperation,SiteOperatedBy,NoOfVoucherSites,NoOfIntermittentSites,MedicaidBillingNumber,PhysicalMailStopCode,PhysicalDivisionLine,PhysicalStreetNumber,PhysicalStreetAddress,PhysicalPostOfficeBoxNumber,PhysicalRuralRouteNumber,SitePhysicalCity,SiteState,SiteRegion,SitePhysicalRegion,PhysicalZipCode,PhysicalZip4Code,PhysicalCounty,OrganizationStreetAddress,OrganizationCity,OrganizationState,OrganizationZipCode,OrganizationZip4Code,SiteMailingAddress,MailingMailStopCode,MailingDivisionLine,MailingStreetNumber,MailingStreetAddress,MailingUnit,MailingPostOfficeBoxNumber,MailingRuralRouteNumber,MailingCity,MailingState,MailingZipCode,MailingZip4Code,MailingCongressionalDistrict,OrganizationName,OperatingOrgPhysicalAddress,OperatingOrgMailingAddress,OperatingOrgEIN,ProjectDirector,PDPhone,PDPhoneExtension,PDEmail,SitePhoneExtension,SitePhoneNumber,SiteAdminPhone,SiteAdminPhoneExtension,RelatedARRAGrantsFlag,RelatedARRAGrants,RelatedACAGrantsFlag,RelatedACAGrants,NationalProviderIdentificationNumber,MedicareBillingNumber,MedicareBillingNumberStatus,HRSAAssignedSiteNumber,CalendarSchedule,OperationalSchedule,PopulationType,MedicaidPharmacyBillingNumber,SiteFaxNumber,DUNS,ServiceAreaCensusTracts
Section 330,H80,Inactive,8.00E+63,H80CS10594,BPS-H80-008913,New Central Montana Community Health Center,Administrative/Service Delivery Site,No,Terminated,9/21/11,Permanent,All Other Clinic Types,3/1/10,6/29/09,3/1/10," W. Main St. , Lewistown, MT 59457",MT-00,"59,032,590,365,904,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",43,Health Center/Applicant,,NULL,201847487,NULL,NULL,NULL,W. Main St.,NULL,NULL,Lewistown,MT,Region VIII,Region VIII,59457,NULL,FERGUS                   ,406 First Ave. South,Lewistown,MT,59457,3020,"W. Main St., Lewistown, MT 59457",NULL,NULL,NULL,W. Main St., ,NULL,NULL,Lewistown,MT,59457,NULL,NULL,"Central Montana Community Health Center, Inc.",NULL,NULL,NULL,Michele  Foy,(406)-535-6545,,michele.foy@bighornvalley.org,NULL,(406)-535-6545,(406)-535-6545,NULL,Yes,C81CS14219(Created),No,N/A,NULL,1942450432,NULL,13645,Year-Round,Full-Time,Rural,0,(406)-535-6546,170942077,"300,273,003,730,045,000,000,000,000,000"
Section 330,H80,Inactive,10E01114,H80CS26802,BPS-H80-013753,Front Street Community Health Center,Service Delivery Site,No,Terminated,9/21/16,Permanent,All Other Clinic Types,8/1/03,4/1/14,4/1/14,"225 FRONT ST, JUNEAU, AK 99801-1244",AK-00,"9,980,199,802,998,030,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,in process,NULL,NULL,NULL,225 FRONT ST,NULL,NULL,JUNEAU,AK,Region X,Region X,99801,1244,Juneau,225 Front St,Juneau,AK,99801,1244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Front Street Community Health Center,NULL,NULL,NULL,Mark  Walker,(907)-874-2373,,mark.walker@akics.org,NULL,(907)-463-4201,(907)-463-4201,NULL,No,N/A,No,N/A,1205255357,,Number is pending; application for this site has been submitted to CMS,25470,Year-Round,Full-Time,Urban,in process,(907)-463-6617,79230217,300
Section 330,H80,Inactive,95400,H80CS00339,BPS-H80-015357,CHA Mobile Dental,Service Delivery Site,No,Terminated,9/24/19,Mobile Van,All Other Clinic Types,NULL,7/24/15,2/16/16,"3 Sixth Street, Point Reyes Station, CA 94956-0910",CA-02,"94,924,949,379,494,000,000,000,000,000,000,000",NULL,40,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,3 Sixth Street,NULL,NULL,Point Reyes Station,CA,Region IX,Region IX,94956,910,Marin,3 6TH ST,POINT REYES STATION,CA,94956,    ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,COASTAL HEALTH ALLIANCE,NULL,NULL,NULL,Steven  Siegel,(415)-663-8781,310,ssiegel@coastalhealth.net,NULL,(415)-787-1123,,NULL,No,N/A,No,N/A,1053420844,NULL,NULL,32340,,NULL,,NULL,NULL,110224326,NULL
Section 330,H80,Inactive,65800,H80CS00204,BPS-H80-013019,Hillcroft,Service Delivery Site,No,Terminated,9/25/15,Permanent,All Other Clinic Types,9/1/13,9/12/13,9/12/13,"14087 S. Main St, Houston, TX 77035-5447",-,"7,703,577,045","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",48,Health Center/Applicant,,NULL,0,NULL,NULL,NULL,14087 S. Main St,NULL,NULL,Houston,TX,Region VI,Region VI,77035,5447,Harris,8610 MARTIN LUTHER KING BLVD # J,HOUSTON,TX,77033,2308,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SOUTH CNTRL HOU COMM,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(713)-734-4580,(713)-734-4580,NULL,No,N/A,Yes,H80CS00204(Created),1376964858,,Number is pending; application for this site has been submitted to CMS,34962,Year-Round,Full-Time,Urban,0,(713)-734-1564,73453438,"3301,3302,3303.01,3303.02,3303.03,3304,3305,3306,3341,4203,4204,4205,4206,4207,4220,4221,4222,4223.01,4223.02,4224.01,4224.02,4234.01,4236"
Section 330,H80,Inactive,09E00525,H80CS24201,BPS-H80-011632,POLM King Hall Transitional Facility,Service Delivery Site,No,Terminated,9/27/12,Mobile Van,All Other Clinic Types,4/1/07,6/1/12,2/7/11,"23701 Meyer Dr, March Air Reserve Base, CA 92518-2032",CA-41,"92,551,925,529,255,300,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",5,Health Center/Applicant,,NULL,pending,NULL,NULL,NULL,23701 Meyer Dr,NULL,NULL,March Air Reserve Base,CA,Region IX,Region IX,92518,2032,Riverside,2880 Hulen Pl,Riverside,CA,92507,2606,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Urban Community Action Projects,NULL,NULL,NULL,Bill  Ballas,(925)-989-4276,,billballas@healthtohope.com,NULL,(951)-697-4195,(951)-786-9048,NULL,No,N/A,Yes,H80CS24201(Created),NULL,pending,NULL,18062,Year-Round,Part-Time,Rural,pending,(951)-786-4197,11116026,444.01
Section 330,H80,Inactive,09E00525,H80CS24201,BPS-H80-011701,Riverside County Mental Health (Jefferson Wellness),Service Delivery Site,No,Terminated,9/27/12,Mobile Van,All Other Clinic Types,3/21/11,6/1/12,3/21/11,"1827 Atlanta Ave STE D3, Riverside, CA 92507-7418",CA-41,"9,250,192,502,925,030,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",4,Health Center/Applicant,,NULL,pending,NULL,NULL,NULL,1827 Atlanta Ave STE D3,NULL,NULL,Riverside,CA,Region IX,Region IX,92507,7418,Riverside,2880 Hulen Pl,Riverside,CA,92507,2606,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Urban Community Action Projects,NULL,NULL,NULL,Bill  Ballas,(925)-989-4276,,billballas@healthtohope.com,NULL,(951)-955-8000,(951)-955-8000,NULL,No,N/A,Yes,H80CS24201(Created),NULL,pending,NULL,18064,Year-Round,Part-Time,Urban,pending,(951)-358-7308,11116026,305.02
Section 330,H80,Inactive,21700,H80CS08946,BPS-H80-008687,Mobile Medical Unit,Service Delivery Site,No,Terminated,9/30/11,Mobile Van,All Other Clinic Types,7/1/09,6/29/09,12/1/09,"ST. VINCENT''S MANHATTAN, NEW YORK, NY 10011-8305",NY-12,10011,NULL,35,Health Center/Applicant,,NULL,243229,,,NULL,ST. VINCENT''S MANHATTAN,NULL,NULL,NEW YORK,NY,Region II,Region II,10011,8305,New York,5 Penn Plaza Floor 9,NEW YORK,NY,10001,1810,"153 W   11th St, New York, NY 10011-8305",NULL,NULL,153,W   11th St, ,NULL,NULL,New York,NY,10011,8305,NY-08,Saint Vincents Catholic Medical Centers Of New York,NULL,NULL,NULL,Barbara A Conanan,(212)-604-6522,,barbara.conanan@mountsinai.org,NULL,(212)-604-2705,(212)-604-2705,NULL,Yes,C81CS13579(Created),No,N/A,NULL,330290,NULL,13298,Year-Round,Full-Time,Urban,0,(212)-607-7281,71050132,"770,077.00"
Section 330,H80,Inactive,53130,H80CS00400,BPS-H80-001736,Parkside Health Center,Service Delivery Site,No,Terminated,11/14/18,Permanent,All Other Clinic Types,1/2/02,1/2/02,1/2/02,"115 N. PARKSIDE AVE, CHICAGO, IL 60644-3040",IL-07,"6,030,260,612,606,240,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",44,Health Center/Applicant,,NULL,36-2902782-009,,,NULL,115 N. PARKSIDE AVE,NULL,NULL,CHICAGO,IL,Region V,Region V,60644,3040,Cook,5002 W MADISON ST,CHICAGO,IL,60644,4127,"115 N Parkside Ave, Chicago, IL 60644-3040",NULL,NULL,115,N Parkside Ave, ,NULL,NULL,Chicago,IL,60644,3040,IL-07,"CIRCLE FAMILY CARE, INC",NULL,NULL,NULL,NULL,NULL,,NULL,,(773)-921-9669,(773)-379-1000,,Yes,C81CS13990(Used),No,N/A,NULL,141838,NULL,8359,Year-Round,Full-Time,Urban,36-2902782-009,(773)-921-2609,109365106,"23,25,26,27,28,29"
Section 330,H80,Inactive,4.00E+14,H80CS12860,BPS-H80-008292,George A. Dame Community Health Center - Lecanto North Campus,Service Delivery Site,No,Terminated,9/30/14,Permanent,All Other Clinic Types,1/1/09,3/1/09,3/1/09,"1804 W. Marc Knighton Court, Lecanto, FL 34461-8334",FL-11,NULL,NULL,NULL,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,1804 W. Marc Knighton Court,NULL,NULL,Lecanto,FL,Region IV,Region IV,34461,8334,CITRUS                   ,3700 W SOVEREIGN PATH,LECANTO,FL,34461,8071,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DEPARTMENT OF HEALTH FLORIDA,NULL,NULL,NULL,George T Dickinson,(352)-513-6044,,george.dickinsonIII@flhealth.gov,NULL,NULL,(352)-249-9258,NULL,Yes,"H8ACS11395(Created), C81CS13558(Used)",No,N/A,NULL,NULL,NULL,12847,Year-Round,NULL,Rural,NULL,NULL,785246182,NULL
Section 330,H80,Inactive,60400,H80CS00208,BPS-H80-013845,Pecos Valley Medical Center,Administrative/Service Delivery Site,No,Terminated,9/30/19,Permanent,All Other Clinic Types,7/15/13,5/13/14,4/7/14," 199 - B Highway 50 , Pecos, NM 87552",NM-03,"875,058,750,787,508,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",50,Health Center/Applicant,,NULL,46623,NULL,NULL,NULL,199 - B Highway 50,NULL,NULL,Pecos,NM,Region VI,Region VI,87552,NULL,SAN MIGUEL               ,199 Hwy 50,Pecos,NM,87552,    ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pecos Valley Medical Center, Inc.",NULL,NULL,NULL,Toni A Rodriguez,(505)-757-7132,,tonirodriguez@pecoshealth.org,NULL,(505)-757-6482,(505)-757-6482,NULL,No,N/A,No,N/A,1497801047,321841,This site has a Medicare billing number,13341,Year-Round,Full-Time,Rural,na,(505)-757-2700,948991930,NULL
Section 330,H80,Inactive,60400,H80CS00208,BPS-H80-021384,Pecos Valley School Based Health Center,Service Delivery Site,No,Terminated,9/30/19,Seasonal,School,NULL,11/2/17,2/26/18,"North Hwy 63, Pecos, NM 87552",NULL,"87,535,875,528,756,000,000","April - April,August - August,December - December,February - February,January - January,March - March,May - May,November - November,October - October,September - September",30,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,North Hwy 63,NULL,NULL,Pecos,NM,Region VI,Region VI,87552,NULL,San Miguel,199 Hwy 50,Pecos,NM,87552,    ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pecos Valley Medical Center, Inc.",NULL,NULL,NULL,Toni A Rodriguez,(505)-757-7132,,tonirodriguez@pecoshealth.org,NULL,(505)-757-6482,,NULL,No,N/A,No,N/A,NULL,NULL,NULL,44448,,NULL,,NULL,NULL,948991930,NULL
Section 330,H80,Inactive,6.00E+71,H80CS11283,BPS-H80-003309,Women's Health/Family Planning Clinic,Service Delivery Site,No,Terminated,10/11/12,Permanent,All Other Clinic Types,-,9/1/07,-,"815 N Broadway Ave, Tyler, TX 75702-4507",TX-01,75702,NULL,49,Health Center/Applicant,,NULL,,,,NULL,815 N Broadway Ave,NULL,NULL,Tyler,TX,Region VI,Region VI,75702,4507,Smith,928 N GLENWOOD BLVD,TYLER,TX,75702,5055,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,COMMUNITY HEALTH CLINICS OF NORTHEAST TEXAS,NULL,NULL,NULL,NULL,NULL,,NULL,,(903)-535-0060,(903)-533-7404,,No,N/A,No,N/A,NULL,,NULL,12504,Year-Round,Full-Time,Urban,,(903)-535-0052,14975370,NULL
Section 330,H80,Inactive,426190,H80CS10595,BPS-H80-007682,North Port Health Center,Service Delivery Site,No,Terminated,10/11/12,Permanent,All Other Clinic Types,10/1/04,8/1/08,8/1/08,"6950 Pan American Drive, North Port, FL 34287-3405",FL-16,"34,223,342,863,428,700,000,000,000,000,000,000",NULL,42,Health Center/Applicant,,NULL,27968400,NULL,NULL,NULL,6950 Pan American Drive,NULL,NULL,North Port,FL,Region IV,Region IV,34287,3405,Sarasota,4052 Bald Cypress Way B-20 B02 Rm 3330 G-A,Tallahassee,FL,32399,7017,"6950 Outreach Way, North Port, FL 34287-3405",,,6950,Outreach Way, ,,,North Port,FL,34287,3405,FL-13,"Health, Florida Department of",NULL,NULL,NULL,Linda L Stone,(407)-252-5582,,linda.stone@centerplacehealth.org,,(941)-548-0100,(941)-548-0123,,Yes,C81CS13839(Used),No,N/A,NULL,77083,NULL,11743,Year-Round,NULL,Urban,1386671105,(941)-548-0105,364215061,"27.01,27.03,27.10,27.11,27.12,27.13,27.14,27.15,27.16,27.17,27.18"
Section 330,H80,Inactive,426190,H80CS10595,BPS-H80-009012,North Port Family Service Center,Service Delivery Site,No,Terminated,10/11/12,Permanent,All Other Clinic Types,10/1/09,10/1/09,10/1/09,"6919 Outreach Way, North Port, FL 34287-3493",FL-17,"34,223,342,393,428,600,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",42,Health Center/Applicant,,NULL,27968400,NULL,NULL,NULL,6919 Outreach Way,NULL,NULL,North Port,FL,Region IV,Region IV,34287,3493,Sarasota,4052 Bald Cypress Way B-20 B02 Rm 3330 G-A,Tallahassee,FL,32399,7017,"6919 Outreach Way, North Port, FL 34287-3493",NULL,NULL,6919,Outreach Way, ,NULL,NULL,North Port,FL,34287,3493,FL-13,"Health, Florida Department of",NULL,NULL,NULL,Linda L Stone,(407)-252-5582,,linda.stone@centerplacehealth.org,NULL,(941)-548-0100,(941)-548-0123,NULL,Yes,C81CS13839(Used),No,N/A,NULL,77083,NULL,13231,Year-Round,Full-Time,Urban,1386671105,(941)-548-0105,364215061,"27.01,27.03,27.10,27.11,27.12,27.13,27.14,27.15,27.16,27.17,27.18"
Section 330,H80,Inactive,8.00E+63,H80CS10594,BPS-H80-007667,"Central Montana Community Health Center, Inc.",Service Delivery Site,No,Terminated,10/11/12,Permanent,All Other Clinic Types,12/1/08,8/4/08,12/9/08,"224 West Main Street, Lewistown, MT 59457-2081",MT-00,"59,032,590,365,904,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",NULL,48,Health Center/Applicant,,NULL,pending,NULL,NULL,NULL,224 West Main Street,NULL,NULL,Lewistown,MT,Region VIII,Region VIII,59457,2081,Fergus,406 First Ave. South,Lewistown,MT,59457,3020,"224 W. Main St. STE 403, Lewistown, MT 59457-2759",NULL,NULL,224,W. Main St.,STE 403,NULL,NULL,Lewistown,MT,59457,2759,MT-00,"Central Montana Community Health Center, Inc.",NULL,NULL,NULL,Michele  Foy,(406)-535-6545,,michele.foy@bighornvalley.org,NULL,NULL,(406)-535-6545,NULL,No,N/A,No,N/A,NULL,pending,NULL,11728,Year-Round,NULL,Rural,pending,(406)-535-6546,170942077,"300,273,003,730,045,000,000,000,000,000"
Section 330,H80,Inactive,8.00E+63,H80CS10594,BPS-H80-007668,South Central Montana Regional Mental Health Center,Service Delivery Site,No,Terminated,10/11/12,Permanent,All Other Clinic Types,1/1/09,8/4/08,1/1/09,"212 Wendell Avenue, Lewistown, MT 59457-2081",MT-00,"59,032,590,365,904,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",NULL,40,Health Center/Applicant,,NULL,pending,NULL,NULL,NULL,212 Wendell Avenue,NULL,NULL,Lewistown,MT,Region VIII,Region VIII,59457,2081,Fergus,406 First Ave. South,Lewistown,MT,59457,3020,"212 Wendell Ave, Lewistown, MT 59457",NULL,NULL,212,Wendell Ave, ,NULL,NULL,Lewistown,MT,59457,NULL,MT-00,"Central Montana Community Health Center, Inc.",NULL,NULL,NULL,Michele  Foy,(406)-535-6545,,michele.foy@bighornvalley.org,NULL,NULL,(406)-538-7483,NULL,No,N/A,No,N/A,NULL,pending,NULL,11729,Year-Round,NULL,Rural,pending,(406)-252-4641,170942077,"300,273,003,730,045,000,000,000,000,000"
Section 330,H80,Inactive,21700,H80CS08946,BPS-H80-000949,CLARKE THOMAS MENS SHELTER,Service Delivery Site,No,Terminated,10/11/12,Permanent,All Other Clinic Types,7/1/06,7/1/06,7/1/06,"1 CLARKE THOMAS BUILDING, NEW YORK, NY 10035",NY-13,10035,NULL,20,Health Center/Applicant,,NULL,243229,,,NULL,1 CLARKE THOMAS BUILDING,NULL,NULL,NEW YORK,NY,Region II,Region II,10035,    ,New York,5 Penn Plaza Floor 9,NEW YORK,NY,10001,1810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Saint Vincents Catholic Medical Centers Of New York,NULL,NULL,NULL,Barbara A Conanan,(212)-604-6522,,barbara.conanan@mountsinai.org,32,(212)-996-7290,(212)-369-8900,,Yes,C81CS13579(Used),No,N/A,NULL,330290,NULL,10246,Year-Round,Full-Time,Urban,1063562551,(212)-604-7281,71050132,0
Section 330,H80,Inactive,21700,H80CS08946,BPS-H80-002773,BOWERY RES COMMITTEE INC CHEM,Service Delivery Site,No,Terminated,10/11/12,Permanent,All Other Clinic Types,1/11/01,1/11/01,1/11/01,"324 LAFAYETTE, NEW YORK, NY 10012-2726",NY-12,10012,NULL,15,Health Center/Applicant,,NULL,243229,,,NULL,324 LAFAYETTE,NULL,NULL,NEW YORK,NY,Region II,Region II,10012,2726,New York,5 Penn Plaza Floor 9,NEW YORK,NY,10001,1810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Saint Vincents Catholic Medical Centers Of New York,NULL,NULL,NULL,Barbara A Conanan,(212)-604-6522,,barbara.conanan@mountsinai.org,,(212)-533-3281,(212)-803-5700,,Yes,C81CS13579(Used),No,N/A,NULL,330290,NULL,6751,Year-Round,Full-Time,Urban,106352551,(212)-343-8856,71050132,55.02
Section 330,H80,Inactive,21700,H80CS08946,BPS-H80-004090,BELLEVUE GENERAL,Service Delivery Site,No,Terminated,10/11/12,Permanent,All Other Clinic Types,1/7/92,1/7/92,1/7/92,"400 E   30th St, New York, NY 10016-8310",NY-12,10016,NULL,40,Health Center/Applicant,,NULL,243229,,,NULL,400 E   30th St,NULL,NULL,New York,NY,Region II,Region II,10016,8310,New York,5 Penn Plaza Floor 9,NEW YORK,NY,10001,1810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Saint Vincents Catholic Medical Centers Of New York,NULL,NULL,NULL,Barbara A Conanan,(212)-604-6522,,barbara.conanan@mountsinai.org,,(212)-481-4737,(212)-361-0584,,Yes,C81CS13579(Used),No,N/A,NULL,330290,NULL,10197,Year-Round,Full-Time,Urban,1063562551,(212)-481-4573,71050132,62
Section 330,H80,Inactive,21700,H80CS08946,BPS-H80-004705,BELLEVUE ASSESSMENT,Service Delivery Site,No,Terminated,10/11/12,Permanent,All Other Clinic Types,1/7/92,1/7/92,1/7/92,"400 E   30th St, New York, NY 10016-8310",NY-12,10016,NULL,40,Health Center/Applicant,,NULL,243229,,,NULL,400 E   30th St,NULL,NULL,New York,NY,Region II,Region II,10016,8310,New York,5 Penn Plaza Floor 9,NEW YORK,NY,10001,1810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Saint Vincents Catholic Medical Centers Of New York,NULL,NULL,NULL,Barbara A Conanan,(212)-604-6522,,barbara.conanan@mountsinai.org,,(212)-481-5636,(212)-361-0584,,Yes,C81CS13579(Used),No,N/A,NULL,330290,NULL,4146,Year-Round,Full-Time,Urban,1063562551,(212)-604-7281,71050132,62
Section 330,H80,Inactive,21700,H80CS08946,BPS-H80-004920,ATLANTIC HOUSE SHELTER,Service Delivery Site,No,Terminated,10/11/12,Permanent,All Other Clinic Types,1/9/03,1/9/03,1/9/03,"2402 ATLANTIC AVE, BROOKLYN, NY 11233-3402",NY-08,11233,NULL,35,Health Center/Applicant,,NULL,243229,,,NULL,2402 ATLANTIC AVE,NULL,NULL,BROOKLYN,NY,Region II,Region II,11233,3402,Kings,5 Penn Plaza Floor 9,NEW YORK,NY,10001,1810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Saint Vincents Catholic Medical Centers Of New York,NULL,NULL,NULL,Barbara A Conanan,(212)-604-6522,,barbara.conanan@mountsinai.org,,(718)-385-8335,(718)-826-2223,227,Yes,C81CS13579(Used),No,N/A,NULL,330290,NULL,8181,Year-Round,Full-Time,Urban,1063562551,(212)-604-7281,71050132,365.02
Section 330,H80,Inactive,21700,H80CS08946,BPS-H80-005697,ALEXANDER ABRAHAM RESIDENCE,Service Delivery Site,No,Terminated,10/11/12,Permanent,All Other Clinic Types,1/1/91,1/1/91,1/1/91,"341 W   51st St, New York, NY 10019-6401",NY-10,10019,NULL,4,Health Center/Applicant,,NULL,243229,,,NULL,341 W   51st St,NULL,NULL,New York,NY,Region II,Region II,10019,6401,New York,5 Penn Plaza Floor 9,NEW YORK,NY,10001,1810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Saint Vincents Catholic Medical Centers Of New York,NULL,NULL,NULL,Barbara A Conanan,(212)-604-6522,,barbara.conanan@mountsinai.org,,(212)-582-8680,(212)-582-8680,,Yes,C81CS13579(Used),No,N/A,NULL,330290,NULL,9003,Year-Round,Part-Time,Urban,1063562551,(212)-604-7281,71050132,133
Section 330,H80,Inactive,21700,H80CS08946,BPS-H80-006207,SAINT VINCENTS CATHOLIC MEDICAL CENTERS OF NEW YORK /HOSPITALIST PROG.,Administrative/Service Delivery Site,No,Terminated,10/11/12,Permanent,Hospital,1/10/79,1/10/79,1/10/79,"ST. VINCENT''S MANHATTAN, NEW YORK, NY 10011-8305",NY-12,10011,NULL,37,Health Center/Applicant,,NULL,243229,,,NULL,ST. VINCENT''S MANHATTAN,NULL,NULL,NEW YORK,NY,Region II,Region II,10011,8305,New York,5 Penn Plaza Floor 9,NEW YORK,NY,10001,1810,"153 W   11th St, New York, NY 10011-8305",,,153,W   11th St, ,,,New York,NY,10011,8305,NY-08,Saint Vincents Catholic Medical Centers Of New York,NULL,NULL,NULL,Barbara A Conanan,(212)-604-6522,,barbara.conanan@mountsinai.org,,(212)-604-2705,(212)-604-8026,,No,N/A,No,N/A,NULL,330290,NULL,9785,Year-Round,Part-Time,Urban,1063562551,(212)-604-1906,71050132,71
Section 330,H80,Inactive,21700,H80CS08946,BPS-H80-006578,JANE WEST HOTEL,Service Delivery Site,No,Terminated,10/11/12,Permanent,All Other Clinic Types,1/1/69,1/1/69,1/1/69,"507 West St, New York, NY 10014",NY-10,10014,NULL,3,Health Center/Applicant,,NULL,243229,,,NULL,507 West St,NULL,NULL,New York,NY,Region II,Region II,10014,NULL,New York,5 Penn Plaza Floor 9,NEW YORK,NY,10001,1810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Saint Vincents Catholic Medical Centers Of New York,NULL,NULL,NULL,Barbara A Conanan,(212)-604-6522,,barbara.conanan@mountsinai.org,,(212)-929-0060,(212)-929-0060,,Yes,C81CS13579(Used),No,N/A,NULL,330290,NULL,6210,Year-Round,Part-Time,Urban,1063562551,(212)-604-7281,71050132,79
